"日期",用户注册来源,订单来源,业务类别,订单地区,投诉原因,新增订单量,实际服务订单量,待服务订单量,取消订单量,被拒订单量,待服务订单已消耗天数,好评订单量,被投诉订单量,新增订单数量级别,半月分组,年,中国分组,到今天的差额（天）,hours
2014年10月2日,广告二维码,Android APP,按摩,杭州,其他,20055.0,14055.0,3801.0,1716.0,483.0,7.0,7557.0,441.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,按摩,深圳,服务者原因,27256.0,24420.0,2011.0,612.0,213.0,1.0,18050.0,607.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,北京,服务者原因,10006.0,9197.0,491.0,170.0,148.0,4.0,7125.0,191.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,北京,服务者原因,24059.0,22744.0,896.0,198.0,221.0,3.0,13021.0,354.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,成都,无服务,10841.0,10526.0,247.0,35.0,33.0,7.0,6837.0,174.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,杭州,其他,21248.0,18342.0,2267.0,354.0,285.0,8.0,11426.0,632.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,深圳,无服务,10966.0,10862.0,83.0,15.0,6.0,2.0,7699.0,166.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,Android APP,洗衣,武汉,服务者原因,13618.0,9477.0,2659.0,1121.0,361.0,6.0,7425.0,84.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,按摩,北京,服务者原因,12434.0,11024.0,1074.0,205.0,131.0,10.0,7062.0,158.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,按摩,广州,其他,18126.0,11499.0,4204.0,1626.0,797.0,3.0,5861.0,425.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,按摩,杭州,其他,16171.0,15618.0,399.0,61.0,93.0,3.0,8353.0,607.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,按摩,上海,其他,14760.0,10251.0,3096.0,802.0,611.0,5.0,5153.0,210.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,北京,服务者原因,20077.0,19690.0,286.0,37.0,64.0,3.0,15653.0,319.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,北京,无服务,25187.0,23909.0,934.0,137.0,207.0,10.0,18137.0,509.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,成都,服务者原因,25925.0,17765.0,6252.0,1410.0,498.0,10.0,11644.0,236.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,成都,其他,14839.0,11732.0,2403.0,228.0,476.0,3.0,6268.0,541.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,广州,无服务,28204.0,26634.0,1025.0,377.0,168.0,5.0,19939.0,552.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,广告二维码,微信公众号,洗衣,武汉,服务者原因,20718.0,15196.0,3869.0,749.0,904.0,5.0,9761.0,516.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,北京,服务者原因,29431.0,19480.0,6111.0,2588.0,1252.0,10.0,11398.0,488.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,长沙,无服务,17161.0,11000.0,4458.0,1016.0,687.0,8.0,5859.0,247.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,长沙,无服务,27666.0,21999.0,3867.0,739.0,1061.0,3.0,15252.0,612.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,广州,无服务,10746.0,7778.0,1885.0,376.0,707.0,7.0,4007.0,356.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,深圳,服务者原因,23180.0,15126.0,5008.0,1306.0,1740.0,2.0,7796.0,581.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,按摩,武汉,其他,19106.0,18572.0,426.0,34.0,74.0,9.0,9766.0,368.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,洗衣,北京,其他,22934.0,20918.0,1240.0,237.0,539.0,6.0,15062.0,324.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,Android APP,洗衣,广州,服务者原因,24589.0,22926.0,1151.0,243.0,269.0,2.0,13576.0,682.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,按摩,北京,服务者原因,18660.0,18296.0,285.0,53.0,26.0,1.0,11725.0,364.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,按摩,长沙,服务者原因,24962.0,16465.0,6077.0,903.0,1517.0,9.0,9941.0,408.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,按摩,长沙,无服务,20672.0,13247.0,5793.0,1264.0,368.0,1.0,10203.0,176.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,按摩,成都,服务者原因,14550.0,9486.0,3704.0,688.0,672.0,2.0,6364.0,163.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,按摩,武汉,服务者原因,13394.0,8856.0,3391.0,542.0,605.0,10.0,4921.0,162.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,北京,服务者原因,25806.0,23808.0,1471.0,355.0,172.0,2.0,19027.0,358.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,长沙,其他,14362.0,9507.0,3099.0,698.0,1058.0,1.0,4776.0,276.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,广州,其他,17250.0,11500.0,4101.0,549.0,1100.0,4.0,7194.0,135.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,杭州,其他,21932.0,15101.0,4515.0,731.0,1585.0,5.0,7638.0,431.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,杭州,其他,29325.0,21315.0,4918.0,1852.0,1240.0,5.0,16535.0,331.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,上海,其他,14298.0,11682.0,1880.0,582.0,154.0,5.0,7348.0,354.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,武汉,其他,29936.0,27810.0,1599.0,357.0,170.0,10.0,19338.0,673.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,微信朋友圈H5页面,微信公众号,洗衣,武汉,其他,29956.0,18665.0,8443.0,2230.0,618.0,3.0,9372.0,365.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,北京,服务者原因,17255.0,14651.0,1940.0,286.0,378.0,2.0,8426.0,392.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,北京,服务者原因,21523.0,18588.0,2336.0,299.0,300.0,8.0,11763.0,640.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,广州,其他,18257.0,14852.0,2691.0,538.0,176.0,4.0,10849.0,197.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,杭州,服务者原因,12874.0,10229.0,1986.0,352.0,307.0,4.0,6803.0,300.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,上海,服务者原因,22995.0,20000.0,2097.0,423.0,475.0,10.0,11959.0,566.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,上海,服务者原因,28904.0,26986.0,1293.0,363.0,262.0,7.0,19714.0,544.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,武汉,服务者原因,25706.0,18142.0,4918.0,1501.0,1145.0,6.0,13712.0,363.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,按摩,武汉,无服务,23765.0,17086.0,4623.0,1464.0,592.0,3.0,11891.0,253.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,洗衣,北京,无服务,27076.0,23804.0,2151.0,666.0,455.0,8.0,17921.0,417.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,洗衣,长沙,其他,10352.0,9969.0,290.0,58.0,35.0,4.0,5446.0,325.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,洗衣,长沙,其他,27481.0,20103.0,4787.0,1306.0,1285.0,6.0,14810.0,251.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,洗衣,广州,服务者原因,19495.0,15324.0,2832.0,583.0,756.0,9.0,8723.0,515.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,Android APP,洗衣,广州,无服务,10665.0,9447.0,848.0,235.0,135.0,1.0,7070.0,169.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,北京,其他,21307.0,21047.0,191.0,47.0,22.0,6.0,16775.0,191.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,长沙,其他,22968.0,18606.0,3389.0,588.0,385.0,10.0,11527.0,573.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,长沙,无服务,25627.0,16135.0,5899.0,2448.0,1145.0,5.0,10821.0,406.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,成都,服务者原因,15516.0,9497.0,4757.0,655.0,607.0,6.0,5938.0,216.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,广州,其他,12089.0,8615.0,2130.0,668.0,676.0,10.0,6506.0,96.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,广州,无服务,25988.0,23769.0,1756.0,311.0,152.0,7.0,13232.0,813.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,上海,其他,16999.0,15344.0,1048.0,229.0,378.0,2.0,9613.0,289.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,上海,无服务,25440.0,19614.0,4384.0,489.0,953.0,4.0,11039.0,624.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,深圳,其他,28285.0,26260.0,1215.0,258.0,552.0,9.0,16379.0,814.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,深圳,无服务,22735.0,20997.0,1114.0,304.0,320.0,10.0,12603.0,609.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,按摩,深圳,无服务,22921.0,14591.0,6223.0,706.0,1401.0,2.0,7360.0,655.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,洗衣,成都,其他,22748.0,20624.0,1518.0,195.0,411.0,9.0,10489.0,402.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,洗衣,杭州,其他,10259.0,6319.0,2980.0,453.0,507.0,9.0,4657.0,76.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月2日,应用商店,微信公众号,洗衣,上海,无服务,10946.0,6621.0,2684.0,498.0,1143.0,7.0,4584.0,117.0,其他分组,未分组,不合格,未分组项,426.0,0.0
2014年10月3日,UC浏览器引流,Android APP,按摩,长沙,无服务,22330.0,15755.0,4457.0,1400.0,718.0,2.0,7930.0,540.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,北京,服务者原因,16734.0,10731.0,4006.0,630.0,1367.0,8.0,8322.0,165.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,北京,其他,25364.0,21134.0,3142.0,540.0,548.0,1.0,12355.0,767.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,北京,无服务,18363.0,13502.0,3888.0,704.0,269.0,1.0,10197.0,176.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,北京,无服务,23057.0,14719.0,5508.0,1021.0,1809.0,9.0,9173.0,422.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,长沙,其他,23914.0,20210.0,2688.0,364.0,652.0,5.0,10229.0,786.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,长沙,其他,26172.0,21074.0,3558.0,707.0,833.0,10.0,14049.0,264.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,长沙,无服务,19322.0,11798.0,6011.0,762.0,751.0,3.0,6043.0,470.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,长沙,无服务,29194.0,20719.0,5690.0,1163.0,1622.0,7.0,16465.0,328.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,杭州,无服务,24453.0,16892.0,4770.0,2165.0,626.0,2.0,11584.0,356.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,杭州,无服务,25418.0,23658.0,1257.0,200.0,303.0,2.0,15735.0,486.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,上海,无服务,15780.0,15021.0,483.0,128.0,148.0,6.0,7780.0,414.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,深圳,服务者原因,19386.0,12436.0,5048.0,1148.0,754.0,1.0,9787.0,105.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,深圳,服务者原因,22079.0,14333.0,5565.0,1742.0,439.0,4.0,8246.0,211.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,深圳,其他,26914.0,20625.0,3991.0,708.0,1590.0,7.0,13978.0,547.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,深圳,无服务,10174.0,8969.0,854.0,131.0,220.0,3.0,5955.0,98.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,按摩,武汉,其他,16050.0,15165.0,547.0,146.0,192.0,7.0,11739.0,114.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,北京,其他,20380.0,13923.0,4871.0,694.0,892.0,6.0,7378.0,625.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,北京,其他,20544.0,19798.0,587.0,61.0,98.0,1.0,12772.0,605.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,成都,服务者原因,21773.0,20561.0,810.0,140.0,262.0,1.0,10820.0,364.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,成都,无服务,19151.0,13907.0,4053.0,467.0,724.0,6.0,10449.0,225.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,杭州,服务者原因,24573.0,17995.0,4172.0,1200.0,1206.0,1.0,11339.0,461.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,杭州,其他,28678.0,20665.0,6015.0,1390.0,608.0,8.0,14831.0,237.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,上海,服务者原因,25525.0,16466.0,7121.0,958.0,980.0,3.0,10035.0,217.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,上海,其他,12500.0,10432.0,1411.0,275.0,382.0,7.0,8299.0,68.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,深圳,服务者原因,27541.0,20477.0,4998.0,779.0,1287.0,7.0,13837.0,590.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,Android APP,洗衣,深圳,无服务,13287.0,12718.0,379.0,86.0,104.0,10.0,10102.0,163.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,iOS APP,按摩,北京,服务者原因,19603.0,13011.0,4312.0,1258.0,1022.0,6.0,10028.0,224.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,iOS APP,按摩,深圳,无服务,28505.0,27479.0,816.0,127.0,83.0,5.0,16126.0,599.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,iOS APP,按摩,武汉,其他,10532.0,8272.0,1664.0,250.0,346.0,8.0,5678.0,188.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,iOS APP,洗衣,长沙,无服务,16750.0,12889.0,2466.0,1041.0,354.0,8.0,10307.0,113.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,iOS APP,洗衣,杭州,服务者原因,23447.0,20140.0,2216.0,614.0,477.0,6.0,11251.0,488.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,长沙,服务者原因,29647.0,19926.0,6295.0,1928.0,1498.0,8.0,10274.0,653.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,长沙,其他,13952.0,12133.0,1232.0,402.0,185.0,4.0,9168.0,288.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,长沙,无服务,15533.0,13223.0,1489.0,358.0,463.0,1.0,9367.0,347.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,长沙,无服务,29546.0,25399.0,2535.0,844.0,768.0,4.0,17935.0,662.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,成都,服务者原因,27521.0,24417.0,2167.0,723.0,214.0,6.0,18275.0,374.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,成都,无服务,20194.0,18544.0,1061.0,287.0,302.0,10.0,10526.0,709.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,广州,其他,14998.0,12435.0,1656.0,696.0,211.0,4.0,9531.0,229.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,广州,其他,28762.0,23799.0,3602.0,1031.0,330.0,10.0,12025.0,849.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,广州,无服务,27038.0,18976.0,5775.0,1606.0,681.0,10.0,15172.0,286.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,杭州,无服务,23216.0,19692.0,2640.0,308.0,576.0,9.0,10211.0,820.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,上海,其他,10900.0,8117.0,2081.0,347.0,355.0,5.0,4839.0,252.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,深圳,无服务,14944.0,11532.0,2185.0,512.0,715.0,5.0,9026.0,216.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,按摩,武汉,服务者原因,28636.0,20915.0,5328.0,1438.0,955.0,1.0,15344.0,337.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,长沙,其他,11980.0,9833.0,1301.0,465.0,381.0,3.0,5189.0,274.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,成都,服务者原因,21279.0,14985.0,4036.0,1569.0,689.0,1.0,11394.0,177.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,广州,其他,21178.0,16303.0,3761.0,499.0,615.0,4.0,10266.0,283.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,广州,无服务,27196.0,19511.0,4863.0,1715.0,1107.0,2.0,10744.0,613.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,杭州,服务者原因,15900.0,12074.0,2567.0,895.0,364.0,1.0,9155.0,281.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,上海,服务者原因,25458.0,19363.0,4658.0,1056.0,381.0,9.0,13955.0,298.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,上海,其他,14906.0,11258.0,2837.0,536.0,275.0,9.0,8620.0,112.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,地推二维码扫描,微信公众号,洗衣,武汉,其他,20781.0,18488.0,1644.0,452.0,197.0,10.0,10500.0,435.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,广告二维码,Android APP,洗衣,长沙,服务者原因,15399.0,9623.0,4196.0,779.0,801.0,4.0,7356.0,154.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,北京,其他,28802.0,23140.0,4039.0,489.0,1134.0,6.0,13068.0,428.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,北京,无服务,17824.0,10962.0,4792.0,1447.0,623.0,5.0,5996.0,253.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,长沙,服务者原因,24472.0,22019.0,1549.0,615.0,289.0,3.0,13819.0,651.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,长沙,其他,11099.0,9005.0,1673.0,134.0,287.0,3.0,5494.0,250.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,广州,服务者原因,20833.0,20655.0,141.0,26.0,11.0,7.0,14697.0,290.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,杭州,无服务,11300.0,8759.0,1988.0,183.0,370.0,10.0,5272.0,120.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,杭州,无服务,19400.0,18614.0,558.0,151.0,77.0,6.0,11680.0,567.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,杭州,无服务,22437.0,19105.0,2612.0,486.0,234.0,8.0,9709.0,881.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,上海,服务者原因,13905.0,9382.0,3004.0,520.0,999.0,2.0,4948.0,365.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,按摩,上海,无服务,24126.0,18202.0,3992.0,820.0,1112.0,1.0,11051.0,502.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,北京,其他,18006.0,16593.0,867.0,243.0,303.0,10.0,10179.0,325.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,成都,无服务,27062.0,24238.0,1750.0,806.0,268.0,10.0,16370.0,370.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,广州,服务者原因,16994.0,12821.0,2636.0,748.0,789.0,10.0,7656.0,474.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,杭州,服务者原因,14137.0,8845.0,4008.0,880.0,404.0,9.0,4589.0,200.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,上海,其他,16249.0,11786.0,3208.0,786.0,469.0,6.0,7805.0,300.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,深圳,服务者原因,11826.0,8353.0,2085.0,849.0,539.0,3.0,6395.0,166.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,Android APP,洗衣,深圳,其他,10302.0,6888.0,2275.0,462.0,677.0,3.0,3735.0,167.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,按摩,长沙,其他,22443.0,18658.0,2434.0,547.0,804.0,6.0,14619.0,241.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,按摩,长沙,无服务,21905.0,19746.0,1465.0,358.0,336.0,10.0,11740.0,751.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,按摩,广州,服务者原因,20700.0,18878.0,1394.0,204.0,224.0,9.0,10234.0,773.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,按摩,杭州,服务者原因,22342.0,16039.0,4340.0,1255.0,708.0,7.0,8781.0,685.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,洗衣,广州,无服务,29155.0,23622.0,3954.0,882.0,697.0,8.0,18134.0,492.0,其他分组,未分组,不合格,未分组项,425.0,0.0
2014年10月3日,微信朋友圈H5页面,iOS APP,洗衣,上海,服务者原因,21770.0,16252.0,3766.0,1209.0,543.0,5.0,9784.0,375.0,其他分组,未分组,不合格,未分组项,425.0,0.0
